648.exchange2_s-1511B.champsimtrace.xzcumulative IPC: 0.888312 0.380261 7959 892   759 1996 967 759 1029 0 1029 18095 16784 1311 1311 0 1311
648.exchange2_s-1699B.champsimtrace.xzcumulative IPC: 0.920016 0.387324 1510 43   825 2130 1062 825 1068 0 1068 3522 3478 44 44 0 44
648.exchange2_s-1227B.champsimtrace.xzcumulative IPC: 0.871994 0.40998 24470 46   1027 2505 1249 1027 1256 0 1256 52830 52775 55 55 0 55
648.exchange2_s-1712B.champsimtrace.xzcumulative IPC: 0.95241 0.429752 0 0   104 242 120 104 122 0 122 0 0 0 0 0 0
644.nab_s-9322B.champsimtrace.xzcumulative IPC: 0.584374 0.457604 2254658 158242   173317 378749 197666 172127 181083 1190 181083 4.01305e+06 3.84611e+06 166940 167061 17616 149445
648.exchange2_s-584B.champsimtrace.xzcumulative IPC: 0.886926 0.407643 2854 70   960 2355 1175 960 1180 0 1180 6444 6346 98 98 0 98
648.exchange2_s-72B.champsimtrace.xzcumulative IPC: 0.902706 0.409173 849 45   910 2224 1109 910 1115 0 1115 2025 1972 53 53 0 53
648.exchange2_s-353B.champsimtrace.xzcumulative IPC: 0.891023 0.363468 13911 980   784 2157 1040 784 1117 0 1117 31887 30514 1373 1373 0 1373
648.exchange2_s-210B.champsimtrace.xzcumulative IPC: 0.914235 0.402556 4 4   126 313 156 126 157 0 157 6 2 4 4 0 4
648.exchange2_s-387B.champsimtrace.xzcumulative IPC: 0.76229 0.374318 72339 146   1029 2749 1371 1029 1378 0 1378 157103 156945 158 158 0 158
649.fotonik3d_s-10881B.champsimtrace.xzcumulative IPC: 0.475899 0.38042 4249611 4036853   3.56715e+06 9.37687e+06 4.96658e+06 3.52894e+06 4.41029e+06 38209 4.41029e+06 1.00406e+07 5.03977e+06 5.00085e+06 6.99723e+06 2.62263e+06 4.3746e+06
654.roms_s-1021B.champsimtrace.xzcumulative IPC: 0.684921 0.732126 261127 103529   118674 162095 102110 95268 59985 23406 59985 686134 459321 226813 297252 183892 113360
649.fotonik3d_s-1B.champsimtrace.xzcumulative IPC: 0.483374 0.404192 0 0   135 334 167 135 167 0 167 21873 10945 10928 16418 5611 10807
649.fotonik3d_s-7084B.champsimtrace.xzcumulative IPC: 1.1397 0.469473 4410085 3398389   3.98635e+06 8.49112e+06 4.24308e+06 3.98634e+06 4.24803e+06 5 4.24804e+06 8.72348e+06 5.24345e+06 3.48003e+06 4.51838e+06 1.03844e+06 3.47995e+06
649.fotonik3d_s-8225B.champsimtrace.xzcumulative IPC: 0.944663 0.498433 3003805 1713345   2.13053e+06 4.27446e+06 2.13259e+06 2.13013e+06 2.14187e+06 399 2.14187e+06 7.40798e+06 5.65101e+06 1.75697e+06 3.51052e+06 1.75478e+06 1.75574e+06
649.fotonik3d_s-1176B.champsimtrace.xzcumulative IPC: 0.943649 0.498824 3020982 1721722   2.13954e+06 4.28918e+06 2.14234e+06 2.13913e+06 2.14684e+06 418 2.14684e+06 7.42472e+06 5.65894e+06 1.76578e+06 3.51932e+06 1.75923e+06 1.76009e+06
654.roms_s-1007B.champsimtrace.xzcumulative IPC: 0.572142 0.459791 924137 821875   919263 1.9993e+06 993217 919263 1.00609e+06 0 1.00609e+06 2.5522e+06 1.27906e+06 1.27313e+06 1.69003e+06 416896 1.27313e+06
654.roms_s-294B.champsimtrace.xzcumulative IPC: 0.931327 0.490754 3320257 2720641   3.05295e+06 6.22094e+06 3.38962e+06 3.04856e+06 2.83131e+06 4387 2.83131e+06 5.93991e+06 3.08244e+06 2.85746e+06 2.8647e+06 493358 2.37135e+06
654.roms_s-293B.champsimtrace.xzcumulative IPC: 0.932707 0.525531 2657388 2039172   2.12832e+06 4.04985e+06 2.27983e+06 2.08002e+06 1.77003e+06 48305 1.77003e+06 5.59011e+06 3.04171e+06 2.5484e+06 2.94914e+06 930779 2.01836e+06
654.roms_s-523B.champsimtrace.xzcumulative IPC: 0.829154 0.460169 3814459 3311883   3.90137e+06 8.47812e+06 4.23004e+06 3.90136e+06 4.24808e+06 7 4.24808e+06 9.68145e+06 5.03024e+06 4.65121e+06 6.12496e+06 1.47381e+06 4.65115e+06
654.roms_s-1613B.champsimtrace.xzcumulative IPC: 0.633808 0.453548 371912 351896   442394 975407 484150 442394 491257 0 491257 1.15399e+06 564591 589397 811609 222213 589396
654.roms_s-1070B.champsimtrace.xzcumulative IPC: 0.842012 0.468635 4140468 3032913   3.5485e+06 7.572e+06 3.77357e+06 3.5485e+06 3.79843e+06 4 3.79844e+06 1.02101e+07 5.71643e+06 4.49365e+06 5.83873e+06 1.34522e+06 4.49351e+06
654.roms_s-1390B.champsimtrace.xzcumulative IPC: 0.777662 0.465147 5498584 4092544   4.98242e+06 1.07115e+07 5.31287e+06 4.98242e+06 5.39863e+06 1 5.39863e+06 1.26424e+07 7.28336e+06 5.359e+06 6.82598e+06 1.46765e+06 5.35833e+06
657.xz_s-4994B.champsimtrace.xzcumulative IPC: 0.859542 0.464862 45385 17668   16385 35247 18855 15505 16392 880 16393 304471 214104 90367 154124 75300 78824
657.xz_s-56B.champsimtrace.xzcumulative IPC: 0.99169 0.499873 93130 81745   102168 204388 102194 102168 102194 0 102194 176812 93131 83681 83681 0 83681
657.xz_s-3167B.champsimtrace.xzcumulative IPC: 0.842798 0.239902 230221 114754   37145 154834 83325 28992 71509 8153 71526 1.91198e+06 1.51966e+06 392325 678245 416148 262097
654.roms_s-842B.champsimtrace.xzcumulative IPC: 0.642346 0.454475 19764 18110   22307 49083 24542 22307 24541 0 24541 60850 30647 30203 41572 11389 30183
657.xz_s-2302B.champsimtrace.xzcumulative IPC: 0.680292 0.302822 118825 81927   32332 106769 55267 22129 51502 10203 51523 1.99653e+06 1.46805e+06 528483 921830 643999 277831
